source,target,type,impact_score,mitigation
T2418,IT-03332,TARGETS,0.9,Isoler IT-03332 et appliquer les correctifs pour T2418.
CVE-2021-2566,IT-03167,TARGETS,0.64,Isoler IT-03167 et appliquer les correctifs pour CVE-2021-2566.
CVE-2025-4347,IT-04967,TARGETS,0.64,Isoler IT-04967 et appliquer les correctifs pour CVE-2025-4347.
CVE-2024-3662,IT-05875,TARGETS,0.8,Isoler IT-05875 et appliquer les correctifs pour CVE-2024-3662.
T6266,IT-06216,TARGETS,0.7,Isoler IT-06216 et appliquer les correctifs pour T6266.
CVE-2024-9837,IT-08497,TARGETS,0.91,Isoler IT-08497 et appliquer les correctifs pour CVE-2024-9837.
T8834,IT-03742,TARGETS,0.55,Isoler IT-03742 et appliquer les correctifs pour T8834.
CVE-2022-6384,IT-01396,TARGETS,0.53,Isoler IT-01396 et appliquer les correctifs pour CVE-2022-6384.
T8411,IT-01748,TARGETS,0.79,Isoler IT-01748 et appliquer les correctifs pour T8411.
CVE-2021-8945,IT-01120,TARGETS,0.89,Isoler IT-01120 et appliquer les correctifs pour CVE-2021-8945.
CVE-2020-6600,IT-00824,TARGETS,0.97,Isoler IT-00824 et appliquer les correctifs pour CVE-2020-6600.
T3865,IT-02157,TARGETS,0.61,Isoler IT-02157 et appliquer les correctifs pour T3865.
CVE-2023-4016,IT-01977,TARGETS,0.74,Isoler IT-01977 et appliquer les correctifs pour CVE-2023-4016.
T7777,IT-07911,TARGETS,0.59,Isoler IT-07911 et appliquer les correctifs pour T7777.
CVE-2023-1982,IT-07791,TARGETS,0.87,Isoler IT-07791 et appliquer les correctifs pour CVE-2023-1982.
CVE-2024-3602,IT-01742,TARGETS,0.57,Isoler IT-01742 et appliquer les correctifs pour CVE-2024-3602.
CVE-2025-9558,IT-01727,TARGETS,0.52,Isoler IT-01727 et appliquer les correctifs pour CVE-2025-9558.
CVE-2023-3784,IT-07405,TARGETS,0.91,Isoler IT-07405 et appliquer les correctifs pour CVE-2023-3784.
T4912,IT-09108,TARGETS,0.97,Isoler IT-09108 et appliquer les correctifs pour T4912.
CVE-2021-4190,IT-09927,TARGETS,0.77,Isoler IT-09927 et appliquer les correctifs pour CVE-2021-4190.
T6461,IT-00413,TARGETS,0.94,Isoler IT-00413 et appliquer les correctifs pour T6461.
T7941,IT-09678,TARGETS,0.76,Isoler IT-09678 et appliquer les correctifs pour T7941.
T7165,IT-09770,TARGETS,0.64,Isoler IT-09770 et appliquer les correctifs pour T7165.
CVE-2023-1348,IT-05679,TARGETS,0.51,Isoler IT-05679 et appliquer les correctifs pour CVE-2023-1348.
CVE-2024-6145,IT-09516,TARGETS,0.77,Isoler IT-09516 et appliquer les correctifs pour CVE-2024-6145.
T5040,IT-02032,TARGETS,0.85,Isoler IT-02032 et appliquer les correctifs pour T5040.
CVE-2025-9502,IT-07163,TARGETS,0.81,Isoler IT-07163 et appliquer les correctifs pour CVE-2025-9502.
CVE-2025-1913,IT-02991,TARGETS,0.59,Isoler IT-02991 et appliquer les correctifs pour CVE-2025-1913.
CVE-2020-7359,IT-00264,TARGETS,0.6,Isoler IT-00264 et appliquer les correctifs pour CVE-2020-7359.
CVE-2022-9915,IT-07474,TARGETS,0.73,Isoler IT-07474 et appliquer les correctifs pour CVE-2022-9915.
T9252,IT-01422,TARGETS,0.9,Isoler IT-01422 et appliquer les correctifs pour T9252.
T8717,IT-08031,TARGETS,0.73,Isoler IT-08031 et appliquer les correctifs pour T8717.
T4925,IT-05281,TARGETS,0.51,Isoler IT-05281 et appliquer les correctifs pour T4925.
CVE-2020-8062,IT-01544,TARGETS,0.87,Isoler IT-01544 et appliquer les correctifs pour CVE-2020-8062.
T3984,IT-09072,TARGETS,0.93,Isoler IT-09072 et appliquer les correctifs pour T3984.
CVE-2025-9346,IT-05122,TARGETS,0.55,Isoler IT-05122 et appliquer les correctifs pour CVE-2025-9346.
CVE-2022-6242,IT-03335,TARGETS,0.82,Isoler IT-03335 et appliquer les correctifs pour CVE-2022-6242.
CVE-2020-9538,IT-02305,TARGETS,0.92,Isoler IT-02305 et appliquer les correctifs pour CVE-2020-9538.
CVE-2024-9120,IT-00895,TARGETS,0.89,Isoler IT-00895 et appliquer les correctifs pour CVE-2024-9120.
CVE-2021-1586,IT-03595,TARGETS,0.63,Isoler IT-03595 et appliquer les correctifs pour CVE-2021-1586.
CVE-2024-2119,IT-00656,TARGETS,0.99,Isoler IT-00656 et appliquer les correctifs pour CVE-2024-2119.
CVE-2023-5430,IT-09161,TARGETS,0.76,Isoler IT-09161 et appliquer les correctifs pour CVE-2023-5430.
T8045,IT-01139,TARGETS,0.78,Isoler IT-01139 et appliquer les correctifs pour T8045.
CVE-2020-7532,IT-01196,TARGETS,0.99,Isoler IT-01196 et appliquer les correctifs pour CVE-2020-7532.
CVE-2021-1503,IT-00806,TARGETS,0.98,Isoler IT-00806 et appliquer les correctifs pour CVE-2021-1503.
CVE-2025-9558,IT-05557,TARGETS,0.79,Isoler IT-05557 et appliquer les correctifs pour CVE-2025-9558.
CVE-2024-1772,IT-01480,TARGETS,0.66,Isoler IT-01480 et appliquer les correctifs pour CVE-2024-1772.
CVE-2024-7370,IT-02294,TARGETS,0.63,Isoler IT-02294 et appliquer les correctifs pour CVE-2024-7370.
CVE-2025-8035,IT-01487,TARGETS,0.63,Isoler IT-01487 et appliquer les correctifs pour CVE-2025-8035.
T5464,IT-09243,TARGETS,0.56,Isoler IT-09243 et appliquer les correctifs pour T5464.
CVE-2020-5200,IT-07793,TARGETS,0.71,Isoler IT-07793 et appliquer les correctifs pour CVE-2020-5200.
T3195,IT-04267,TARGETS,0.89,Isoler IT-04267 et appliquer les correctifs pour T3195.
T1264,IT-02306,TARGETS,0.9,Isoler IT-02306 et appliquer les correctifs pour T1264.
CVE-2025-8720,IT-01277,TARGETS,0.71,Isoler IT-01277 et appliquer les correctifs pour CVE-2025-8720.
CVE-2025-6902,IT-08967,TARGETS,0.96,Isoler IT-08967 et appliquer les correctifs pour CVE-2025-6902.
CVE-2022-9267,IT-07412,TARGETS,0.51,Isoler IT-07412 et appliquer les correctifs pour CVE-2022-9267.
T9816,IT-03118,TARGETS,0.78,Isoler IT-03118 et appliquer les correctifs pour T9816.
CVE-2025-9974,IT-09128,TARGETS,0.68,Isoler IT-09128 et appliquer les correctifs pour CVE-2025-9974.
CVE-2025-1264,IT-05753,TARGETS,0.71,Isoler IT-05753 et appliquer les correctifs pour CVE-2025-1264.
T3449,IT-02970,TARGETS,0.71,Isoler IT-02970 et appliquer les correctifs pour T3449.
CVE-2025-1582,IT-00266,TARGETS,0.57,Isoler IT-00266 et appliquer les correctifs pour CVE-2025-1582.
T8120,IT-06057,TARGETS,1.0,Isoler IT-06057 et appliquer les correctifs pour T8120.
CVE-2023-3393,IT-08027,TARGETS,0.7,Isoler IT-08027 et appliquer les correctifs pour CVE-2023-3393.
CVE-2023-3287,IT-05593,TARGETS,0.75,Isoler IT-05593 et appliquer les correctifs pour CVE-2023-3287.
T5967,IT-08796,TARGETS,0.51,Isoler IT-08796 et appliquer les correctifs pour T5967.
CVE-2020-1261,IT-08938,TARGETS,0.99,Isoler IT-08938 et appliquer les correctifs pour CVE-2020-1261.
CVE-2022-9915,IT-02432,TARGETS,0.91,Isoler IT-02432 et appliquer les correctifs pour CVE-2022-9915.
CVE-2025-9800,IT-07597,TARGETS,0.74,Isoler IT-07597 et appliquer les correctifs pour CVE-2025-9800.
T9443,IT-06710,TARGETS,0.61,Isoler IT-06710 et appliquer les correctifs pour T9443.
T7710,IT-09796,TARGETS,0.93,Isoler IT-09796 et appliquer les correctifs pour T7710.
CVE-2022-2570,IT-03316,TARGETS,0.58,Isoler IT-03316 et appliquer les correctifs pour CVE-2022-2570.
CVE-2021-1586,IT-08369,TARGETS,0.94,Isoler IT-08369 et appliquer les correctifs pour CVE-2021-1586.
CVE-2024-5807,IT-01407,TARGETS,0.9,Isoler IT-01407 et appliquer les correctifs pour CVE-2024-5807.
CVE-2020-8189,IT-08465,TARGETS,0.96,Isoler IT-08465 et appliquer les correctifs pour CVE-2020-8189.
T2259,IT-01538,TARGETS,0.88,Isoler IT-01538 et appliquer les correctifs pour T2259.
T6467,IT-05858,TARGETS,0.55,Isoler IT-05858 et appliquer les correctifs pour T6467.
CVE-2021-8251,IT-09812,TARGETS,0.9,Isoler IT-09812 et appliquer les correctifs pour CVE-2021-8251.
CVE-2021-2334,IT-02780,TARGETS,0.58,Isoler IT-02780 et appliquer les correctifs pour CVE-2021-2334.
CVE-2020-5545,IT-08958,TARGETS,0.9,Isoler IT-08958 et appliquer les correctifs pour CVE-2020-5545.
T9211,IT-09783,TARGETS,0.57,Isoler IT-09783 et appliquer les correctifs pour T9211.
CVE-2020-4520,IT-03592,TARGETS,0.92,Isoler IT-03592 et appliquer les correctifs pour CVE-2020-4520.
T4938,IT-00307,TARGETS,0.97,Isoler IT-00307 et appliquer les correctifs pour T4938.
CVE-2020-3789,IT-01294,TARGETS,0.9,Isoler IT-01294 et appliquer les correctifs pour CVE-2020-3789.
T8508,IT-07323,TARGETS,0.92,Isoler IT-07323 et appliquer les correctifs pour T8508.
T9221,IT-01184,TARGETS,0.61,Isoler IT-01184 et appliquer les correctifs pour T9221.
CVE-2023-2655,IT-09860,TARGETS,0.74,Isoler IT-09860 et appliquer les correctifs pour CVE-2023-2655.
CVE-2024-8435,IT-04651,TARGETS,0.97,Isoler IT-04651 et appliquer les correctifs pour CVE-2024-8435.
CVE-2025-9502,IT-08025,TARGETS,0.58,Isoler IT-08025 et appliquer les correctifs pour CVE-2025-9502.
T3608,IT-04926,TARGETS,0.61,Isoler IT-04926 et appliquer les correctifs pour T3608.
T9443,IT-03292,TARGETS,0.86,Isoler IT-03292 et appliquer les correctifs pour T9443.
CVE-2022-6682,IT-01245,TARGETS,0.53,Isoler IT-01245 et appliquer les correctifs pour CVE-2022-6682.
T2129,IT-04286,TARGETS,0.78,Isoler IT-04286 et appliquer les correctifs pour T2129.
CVE-2024-8435,IT-02214,TARGETS,0.73,Isoler IT-02214 et appliquer les correctifs pour CVE-2024-8435.
T1465,IT-02380,TARGETS,0.88,Isoler IT-02380 et appliquer les correctifs pour T1465.
T6816,IT-04556,TARGETS,0.79,Isoler IT-04556 et appliquer les correctifs pour T6816.
CVE-2021-1662,IT-01107,TARGETS,0.81,Isoler IT-01107 et appliquer les correctifs pour CVE-2021-1662.
CVE-2022-3624,IT-06255,TARGETS,0.73,Isoler IT-06255 et appliquer les correctifs pour CVE-2022-3624.
CVE-2020-4544,IT-05154,TARGETS,0.6,Isoler IT-05154 et appliquer les correctifs pour CVE-2020-4544.
CVE-2021-5000,IT-04212,TARGETS,0.61,Isoler IT-04212 et appliquer les correctifs pour CVE-2021-5000.
CVE-2022-7396,IT-00576,TARGETS,0.8,Isoler IT-00576 et appliquer les correctifs pour CVE-2022-7396.
CVE-2021-8443,IT-04927,TARGETS,0.53,Isoler IT-04927 et appliquer les correctifs pour CVE-2021-8443.
CVE-2024-1730,IT-06629,TARGETS,0.57,Isoler IT-06629 et appliquer les correctifs pour CVE-2024-1730.
CVE-2025-6119,IT-04223,TARGETS,0.93,Isoler IT-04223 et appliquer les correctifs pour CVE-2025-6119.
CVE-2020-5306,IT-04259,TARGETS,0.51,Isoler IT-04259 et appliquer les correctifs pour CVE-2020-5306.
CVE-2023-5303,IT-07246,TARGETS,0.94,Isoler IT-07246 et appliquer les correctifs pour CVE-2023-5303.
CVE-2020-4859,IT-08736,TARGETS,0.75,Isoler IT-08736 et appliquer les correctifs pour CVE-2020-4859.
T5850,IT-00591,TARGETS,0.8,Isoler IT-00591 et appliquer les correctifs pour T5850.
T3106,IT-02132,TARGETS,0.59,Isoler IT-02132 et appliquer les correctifs pour T3106.
T5619,IT-00664,TARGETS,0.53,Isoler IT-00664 et appliquer les correctifs pour T5619.
CVE-2025-9558,IT-02222,TARGETS,0.76,Isoler IT-02222 et appliquer les correctifs pour CVE-2025-9558.
CVE-2022-7567,IT-05800,TARGETS,0.54,Isoler IT-05800 et appliquer les correctifs pour CVE-2022-7567.
T9853,IT-03731,TARGETS,0.88,Isoler IT-03731 et appliquer les correctifs pour T9853.
CVE-2023-8882,IT-00454,TARGETS,0.88,Isoler IT-00454 et appliquer les correctifs pour CVE-2023-8882.
T3421,IT-01892,TARGETS,0.88,Isoler IT-01892 et appliquer les correctifs pour T3421.
CVE-2022-4419,IT-01863,TARGETS,0.76,Isoler IT-01863 et appliquer les correctifs pour CVE-2022-4419.
T8553,IT-04677,TARGETS,0.67,Isoler IT-04677 et appliquer les correctifs pour T8553.
T8864,IT-04338,TARGETS,0.54,Isoler IT-04338 et appliquer les correctifs pour T8864.
T5122,IT-05076,TARGETS,0.76,Isoler IT-05076 et appliquer les correctifs pour T5122.
T6226,IT-02729,TARGETS,0.76,Isoler IT-02729 et appliquer les correctifs pour T6226.
CVE-2023-6230,IT-09405,TARGETS,0.53,Isoler IT-09405 et appliquer les correctifs pour CVE-2023-6230.
CVE-2020-9074,IT-01892,TARGETS,0.82,Isoler IT-01892 et appliquer les correctifs pour CVE-2020-9074.
CVE-2022-6933,IT-00007,TARGETS,0.69,Isoler IT-00007 et appliquer les correctifs pour CVE-2022-6933.
T3107,IT-04993,TARGETS,0.74,Isoler IT-04993 et appliquer les correctifs pour T3107.
CVE-2023-2055,IT-04121,TARGETS,0.8,Isoler IT-04121 et appliquer les correctifs pour CVE-2023-2055.
T1358,IT-08807,TARGETS,0.95,Isoler IT-08807 et appliquer les correctifs pour T1358.
CVE-2020-2132,IT-09694,TARGETS,0.58,Isoler IT-09694 et appliquer les correctifs pour CVE-2020-2132.
CVE-2021-2051,IT-08787,TARGETS,0.76,Isoler IT-08787 et appliquer les correctifs pour CVE-2021-2051.
T1013,IT-00221,TARGETS,0.97,Isoler IT-00221 et appliquer les correctifs pour T1013.
CVE-2025-9375,IT-05529,TARGETS,0.78,Isoler IT-05529 et appliquer les correctifs pour CVE-2025-9375.
CVE-2023-1946,IT-03601,TARGETS,0.96,Isoler IT-03601 et appliquer les correctifs pour CVE-2023-1946.
CVE-2024-8848,IT-06742,TARGETS,0.96,Isoler IT-06742 et appliquer les correctifs pour CVE-2024-8848.
CVE-2022-5524,IT-09688,TARGETS,0.57,Isoler IT-09688 et appliquer les correctifs pour CVE-2022-5524.
T6461,IT-08046,TARGETS,0.97,Isoler IT-08046 et appliquer les correctifs pour T6461.
T4651,IT-00847,TARGETS,0.83,Isoler IT-00847 et appliquer les correctifs pour T4651.
CVE-2020-9074,IT-06524,TARGETS,0.88,Isoler IT-06524 et appliquer les correctifs pour CVE-2020-9074.
CVE-2024-5694,IT-03440,TARGETS,0.7,Isoler IT-03440 et appliquer les correctifs pour CVE-2024-5694.
CVE-2025-3953,IT-06327,TARGETS,0.78,Isoler IT-06327 et appliquer les correctifs pour CVE-2025-3953.
T5805,IT-07094,TARGETS,0.97,Isoler IT-07094 et appliquer les correctifs pour T5805.
T1053,IT-02735,TARGETS,0.68,Isoler IT-02735 et appliquer les correctifs pour T1053.
CVE-2022-3172,IT-07950,TARGETS,0.86,Isoler IT-07950 et appliquer les correctifs pour CVE-2022-3172.
CVE-2020-7989,IT-00840,TARGETS,0.79,Isoler IT-00840 et appliquer les correctifs pour CVE-2020-7989.
CVE-2020-5970,IT-09582,TARGETS,0.67,Isoler IT-09582 et appliquer les correctifs pour CVE-2020-5970.
CVE-2021-2927,IT-01244,TARGETS,0.81,Isoler IT-01244 et appliquer les correctifs pour CVE-2021-2927.
CVE-2022-7231,IT-01721,TARGETS,0.95,Isoler IT-01721 et appliquer les correctifs pour CVE-2022-7231.
CVE-2021-4524,IT-05201,TARGETS,0.88,Isoler IT-05201 et appliquer les correctifs pour CVE-2021-4524.
T7017,IT-03200,TARGETS,0.6,Isoler IT-03200 et appliquer les correctifs pour T7017.
CVE-2025-6938,IT-05736,TARGETS,0.87,Isoler IT-05736 et appliquer les correctifs pour CVE-2025-6938.
T7001,IT-02546,TARGETS,0.76,Isoler IT-02546 et appliquer les correctifs pour T7001.
CVE-2023-4102,IT-04253,TARGETS,0.62,Isoler IT-04253 et appliquer les correctifs pour CVE-2023-4102.
T1917,IT-03226,TARGETS,0.97,Isoler IT-03226 et appliquer les correctifs pour T1917.
T6958,IT-05829,TARGETS,0.7,Isoler IT-05829 et appliquer les correctifs pour T6958.
CVE-2020-4544,IT-03697,TARGETS,0.57,Isoler IT-03697 et appliquer les correctifs pour CVE-2020-4544.
CVE-2022-2241,IT-09372,TARGETS,0.57,Isoler IT-09372 et appliquer les correctifs pour CVE-2022-2241.
T4374,IT-02163,TARGETS,0.76,Isoler IT-02163 et appliquer les correctifs pour T4374.
T3561,IT-07339,TARGETS,0.96,Isoler IT-07339 et appliquer les correctifs pour T3561.
CVE-2022-2241,IT-04422,TARGETS,0.85,Isoler IT-04422 et appliquer les correctifs pour CVE-2022-2241.
CVE-2021-2597,IT-09743,TARGETS,0.69,Isoler IT-09743 et appliquer les correctifs pour CVE-2021-2597.
T9833,IT-06520,TARGETS,0.93,Isoler IT-06520 et appliquer les correctifs pour T9833.
CVE-2024-1089,IT-03511,TARGETS,0.53,Isoler IT-03511 et appliquer les correctifs pour CVE-2024-1089.
T8881,IT-04174,TARGETS,0.93,Isoler IT-04174 et appliquer les correctifs pour T8881.
CVE-2024-5694,IT-07978,TARGETS,0.53,Isoler IT-07978 et appliquer les correctifs pour CVE-2024-5694.
T9440,IT-01635,TARGETS,0.91,Isoler IT-01635 et appliquer les correctifs pour T9440.
T5078,IT-08311,TARGETS,0.83,Isoler IT-08311 et appliquer les correctifs pour T5078.
T3477,IT-06972,TARGETS,0.66,Isoler IT-06972 et appliquer les correctifs pour T3477.
CVE-2025-2288,IT-09197,TARGETS,0.9,Isoler IT-09197 et appliquer les correctifs pour CVE-2025-2288.
T9805,IT-07769,TARGETS,0.94,Isoler IT-07769 et appliquer les correctifs pour T9805.
CVE-2022-7754,IT-05255,TARGETS,0.75,Isoler IT-05255 et appliquer les correctifs pour CVE-2022-7754.
CVE-2021-2566,IT-04505,TARGETS,0.6,Isoler IT-04505 et appliquer les correctifs pour CVE-2021-2566.
CVE-2022-3521,IT-08601,TARGETS,0.62,Isoler IT-08601 et appliquer les correctifs pour CVE-2022-3521.
T8881,IT-01079,TARGETS,0.56,Isoler IT-01079 et appliquer les correctifs pour T8881.
T7483,IT-06628,TARGETS,0.74,Isoler IT-06628 et appliquer les correctifs pour T7483.
CVE-2022-9424,IT-05610,TARGETS,0.64,Isoler IT-05610 et appliquer les correctifs pour CVE-2022-9424.
CVE-2025-6336,IT-06269,TARGETS,0.96,Isoler IT-06269 et appliquer les correctifs pour CVE-2025-6336.
T8517,IT-07342,TARGETS,0.73,Isoler IT-07342 et appliquer les correctifs pour T8517.
T3343,IT-06451,TARGETS,0.71,Isoler IT-06451 et appliquer les correctifs pour T3343.
T1262,IT-02999,TARGETS,0.87,Isoler IT-02999 et appliquer les correctifs pour T1262.
CVE-2023-6006,IT-08161,TARGETS,0.93,Isoler IT-08161 et appliquer les correctifs pour CVE-2023-6006.
CVE-2020-8777,IT-03763,TARGETS,0.85,Isoler IT-03763 et appliquer les correctifs pour CVE-2020-8777.
CVE-2024-3069,IT-09296,TARGETS,0.81,Isoler IT-09296 et appliquer les correctifs pour CVE-2024-3069.
CVE-2025-9633,IT-01616,TARGETS,0.95,Isoler IT-01616 et appliquer les correctifs pour CVE-2025-9633.
T9036,IT-00991,TARGETS,0.88,Isoler IT-00991 et appliquer les correctifs pour T9036.
CVE-2025-5291,IT-06019,TARGETS,0.83,Isoler IT-06019 et appliquer les correctifs pour CVE-2025-5291.
CVE-2023-2299,IT-05037,TARGETS,0.56,Isoler IT-05037 et appliquer les correctifs pour CVE-2023-2299.
T8677,IT-08474,TARGETS,0.7,Isoler IT-08474 et appliquer les correctifs pour T8677.
T2226,IT-02441,TARGETS,0.87,Isoler IT-02441 et appliquer les correctifs pour T2226.
CVE-2023-4102,IT-09755,TARGETS,0.86,Isoler IT-09755 et appliquer les correctifs pour CVE-2023-4102.
T7514,IT-07559,TARGETS,0.78,Isoler IT-07559 et appliquer les correctifs pour T7514.
CVE-2022-6334,IT-01430,TARGETS,0.95,Isoler IT-01430 et appliquer les correctifs pour CVE-2022-6334.
CVE-2024-6145,IT-02999,TARGETS,0.91,Isoler IT-02999 et appliquer les correctifs pour CVE-2024-6145.
T8379,IT-05167,TARGETS,0.56,Isoler IT-05167 et appliquer les correctifs pour T8379.
CVE-2020-4520,IT-05287,TARGETS,0.8,Isoler IT-05287 et appliquer les correctifs pour CVE-2020-4520.
CVE-2025-7923,IT-05936,TARGETS,0.64,Isoler IT-05936 et appliquer les correctifs pour CVE-2025-7923.
CVE-2021-3717,IT-05359,TARGETS,0.52,Isoler IT-05359 et appliquer les correctifs pour CVE-2021-3717.
T9225,IT-05342,TARGETS,0.67,Isoler IT-05342 et appliquer les correctifs pour T9225.
CVE-2022-7916,IT-09095,TARGETS,0.83,Isoler IT-09095 et appliquer les correctifs pour CVE-2022-7916.
CVE-2020-3228,IT-03897,TARGETS,0.6,Isoler IT-03897 et appliquer les correctifs pour CVE-2020-3228.
CVE-2020-5581,IT-06339,TARGETS,0.85,Isoler IT-06339 et appliquer les correctifs pour CVE-2020-5581.
CVE-2021-8443,IT-04928,TARGETS,0.65,Isoler IT-04928 et appliquer les correctifs pour CVE-2021-8443.
T6461,IT-08632,TARGETS,0.6,Isoler IT-08632 et appliquer les correctifs pour T6461.
T5464,IT-02527,TARGETS,0.94,Isoler IT-02527 et appliquer les correctifs pour T5464.
CVE-2023-3653,IT-06403,TARGETS,0.78,Isoler IT-06403 et appliquer les correctifs pour CVE-2023-3653.
CVE-2022-2517,IT-08417,TARGETS,0.57,Isoler IT-08417 et appliquer les correctifs pour CVE-2022-2517.
T5990,IT-09053,TARGETS,0.96,Isoler IT-09053 et appliquer les correctifs pour T5990.
T3856,IT-05939,TARGETS,0.63,Isoler IT-05939 et appliquer les correctifs pour T3856.
CVE-2023-4074,IT-02495,TARGETS,0.96,Isoler IT-02495 et appliquer les correctifs pour CVE-2023-4074.
T5358,IT-06923,TARGETS,0.7,Isoler IT-06923 et appliquer les correctifs pour T5358.
T2901,IT-03587,TARGETS,0.79,Isoler IT-03587 et appliquer les correctifs pour T2901.
CVE-2025-6004,IT-03494,TARGETS,0.94,Isoler IT-03494 et appliquer les correctifs pour CVE-2025-6004.
CVE-2024-8292,IT-07270,TARGETS,0.55,Isoler IT-07270 et appliquer les correctifs pour CVE-2024-8292.
CVE-2022-7396,IT-09348,TARGETS,0.87,Isoler IT-09348 et appliquer les correctifs pour CVE-2022-7396.
T3672,IT-04406,TARGETS,0.51,Isoler IT-04406 et appliquer les correctifs pour T3672.
CVE-2021-1503,IT-01738,TARGETS,0.96,Isoler IT-01738 et appliquer les correctifs pour CVE-2021-1503.
T7514,IT-09973,TARGETS,0.81,Isoler IT-09973 et appliquer les correctifs pour T7514.
CVE-2022-7138,IT-02911,TARGETS,0.77,Isoler IT-02911 et appliquer les correctifs pour CVE-2022-7138.
CVE-2023-4076,IT-02301,TARGETS,0.75,Isoler IT-02301 et appliquer les correctifs pour CVE-2023-4076.
CVE-2020-2132,IT-04906,TARGETS,0.92,Isoler IT-04906 et appliquer les correctifs pour CVE-2020-2132.
CVE-2020-3947,IT-09352,TARGETS,0.91,Isoler IT-09352 et appliquer les correctifs pour CVE-2020-3947.
